date,developerResponse,review,rating,isEdited,userName,title
2021-08-19 08:15:37,,"Prices of menu items are ridiculous when you order through Uber eats. Menu prices are increased through Uber eats, then you have to pay the delivery fee as well as tip. Can easily turn a $15 meal into a $35 meal just from ordering through Uber eats. You can even order from pizza delivery places through Uber eats that will still be a lot more expensive than having the pizza place themselves deliver it to you. Also the customer support is not good and sometimes non existent. Got an order that was missing items which was also an Uber eats exclusive item. I contacted Uber eats about it twice the same day as the order with no reply. Tried to contact them each of the following days for 2 days with still no response. Contacted them again after that and it said I was no longer eligible for refund because it had been too long since tho initial order. Still trying to resolve the issue but it seems like I lost money just because people are either not doing their job or they have a poor customer support contact system. Used to use the app a lot just for convenience despite the ridiculous up-charges but at this point, it just feels like I’m being scammed since I don’t even get what I pay for most times. If you have means to cook or get your own food, do NOT use Uber eats. Save your money and time.",1,False,Dowler214,Rip off and low quality customer support
2022-06-24 21:19:40,,I ordered a pizza through the Postmates app because I got a promotion via email. It was a busy night so the delivery took about an hour which was no big deal. My driver called when they arrived and I missed the call and by the time I called back it was too late in the order had been canceled. I was frustrated because of course I waited and I was starving but knew that I had missed the call so couldn’t really be upset. I sent Postmates a message through the app(I recently learned that Uber owns them) just requesting to be refunded and I received an email and return from UberEats that said that it wouldn’t be returned because the food had been prepared. So I just chalked it up as a loss and moved on. The following day I got an email saying that they were going to refund me and they also gave me an additional $15 in Uber cash. I really appreciate the customer service as I am someone who will continue to do business with companies that choose to do the right thing even if it was my mistake. I’m literally waiting on my next order now and don’t worry I’m waiting by the phone I won’t miss it this time lol,5,False,coch 1,Thought they let me down!
2023-06-04 17:49:39,"{'id': 2803921, 'body': ""We really appreciate the time you took to help us improve. We understand this can be frustrating and we are working towards making this better. Let us know more about it by dropping the details at https://help.uber.com/eaters and we'll connect."", 'modified': '2018-03-12T13:06:29Z'}","I placed an order and left very specific instructions for the courier to get to my door instead of knocking on my landlord’s. The courier called me when he was 5 minutes away claiming he’d “like me to wait at the door,” and when he finally showed up he didn’t read my instructions and I found him pounding on my landlord’s door. I had to run out in my pj’s and socks to redirect him. When I called and emailed support they told me that they don’t provide credits for poor customer experiences, even in the form of 5 dollars. I was quite upset given the circumstances and they said they still couldn’t do anything but were “so happy” to have talked to me. Horrible customer experience, service, and no justification from a profitable company. I will never use them again. Here is one of the messages they sent: “We understand this has been frustrating and are sorry to hear this has been such a poor experience for you. Unfortunately, we are not in a position to offer a compensation for this order.” And later: “Do let us know if we can help with anything else.” A BILLION dollar company is unwilling to offer a poorly treated customer even 5 DOLLARS. Stay away. Caviar, DoorDash and so on actually care about their users. They would never let one sit with a horrible customer experience and claim they couldn’t financially afford it. Word to the wise. Stay away.",1,True,omgpop303,Horrible Customer Service STAY AWAY
2022-08-24 04:34:21,,i’ve had uber eats for about 3 years. it’s been times where I got a wrong order.. something that I excluded off my order is on my order… or where it’s taken hours to get delivered to me and out of all those times i’ve never got refunded the price… it’s been times where I would have to actually order off my friends phone because an order was too big. the biggest orders get the most problems… her order was wrong she contacted support and they gave her a full refund plus more than what she spent in credits…. with me they wouldn’t give me a refund or anything in credits. i’ve had uber one for as long as j could think and you would think they would treat uber one members with the most respect but no😂lol out of all the times uber has had my order messed up and I wouldn’t get a refund or anything as little as a redelivery I would have so much money if I never spent it with this company. moral of the story they pick and choose what they would like to do with your issue not only that whenever THEY are done with the conversation is when your conversation about your money and food will be cut off 😂😂 worst app and worst costumer service possible. if it wasn’t for my husband having the car and having to pick up the kids some days I would never in my life use uber eats but hey I can’t do anything but blame myself everytime,1,False,miayhhh,uber eats has bad costumer service
2022-02-13 00:44:03,,"I’m very understanding, patient, I’ve always loved Uber eats for its convenience and I want to support restaurants as well as drivers but the customer service has become obscenely mediocre and I feel extremely disrespected as a customer. 
Absolutely despicable and unprofessional customer service. If they mess up on your order as in not bring you what was ordered. Uber will do all they can to not refund you. I’ve been in a back and fourth email for over two weeks trying to get an answer from these scum bags think it’s okay to ghost. They think it’s absolutely okay to give you a hard time if you ask for a refund for an item you did not receive. I had to make a report with the Better Business Bureau regarding their business practices. This is truly a scam. They are not fair and they know it. I understand maybe my loss isn’t important to them since they have hundreds of other people to make money off of,  but it’s important to me especially during this pandemic not many people have the luxury to waste hundreds of dollars on things they didn’t even get. Maybe this is why Uber eats grew to care so little for its customer’s satisfaction, because at the end of the day they only care about money and nothing else. 
They forget they’re not the only app out. I’d recommend door dash, grub hub, and instacart 1000% over.",1,False,andrew_ada,Terrible scam - will do all they can to not refund you
2021-09-06 16:30:14,,"Uber Eats has completely failed me at this point. They have missed deliveries entirely recently as well as delivered small portions of orders but then bill the full amount anyways. My most recent order they delivered 1 of 3 bags of food, charged the full amount, and then even double charged me for the order that they failed to complete. On top of that the driver that showed up did not match the vehicle, name, or picture which is unsafe.  Attempts to contact support have been completely blown off to the point where they close every inquiry without even replying. I’ve only asked for them to correct their double charge and to rectify the missing majority of the order but they refuse to reply in any form.  Absolutely horrible support and company to deal with. Now having to open a credit card dispute to get rid of this double charge and potentially a BBB complaint since they won’t even reply to me.  Fortunately I have screenshots of their original promises to help the backing out and refusing to rely, just closing every ticket. I also have confirmation from the restaurant their driver never picked up all the food and recordings on my Ring of them arriving with 1 small bag out of what should have been 3.  

It’s beyond me why they won’t even try to help fix their mistake but here we are.  Use this app at your own risk.",1,False,Brian Del.,"Double charges, Failed deliveries, and support refuses to reply"
2021-04-07 04:27:52,,"Huge problem with the app allowing you to go through and make orders only to find out at the end that there is no delivery available from the restaurant to the delivery address. Twice I have tried to send a meal to a family in need and after coordinating order and placing the order in the app, it comes back telling me they cannot deliver the address from the restaurant I had just spent a lot of time coordinating. Once the order cancelled for reasons unknown, it was only a 2 mile trip to deliver. The notification feature also failed as well and nothing was communicated via email, text, or call. Out of 4 orders so far, only 1 completed successfully. And for each order that failed I spent approximately 1 hr coordinating, placing the order, order failed, going back to people apologizing profusely that Uber allowed me to place the order but then tells me they cannot deliver to the address, and having to use another service or find a new place. One failed order was for a grieving family that just lost a loved one, yeah, that went over well. I can guarantee you they will never use or invest in Uber again. 

All that needs to be done to correct these problems is just not show restaurants that are outside the delivery address range, and to communicate effectively - fix the notifications, call/email/text if you are going to cancel an order.",1,False,ssk193,One major issue with no delivery available
2020-12-08 23:56:34,,"I joined Uber Eats based upon opinion and experience of another Uber Eats driver and have found it to be profitable during peak hours. However, there are a few short comings of the app that should really be addressed quickly to be able to actually compete with their competitors. 1- A “heat map” showing areas of greatest concentration of orders. My iOS app does not contain this like it does in my DoorDash app and IT DOES HELP tremendously. 2- On my particular iOS app, I do not have the ability to choose my preference of delivery options even after doing and trying EVERYTHING that I was told and researched which is really quite aggravating becuz I would have to turn down a rider if that was my preference (which I wished I could change but have no way to do so) and because of this I could take the chance at lowering my already low acceptance rate and losing chances of getting more Uber Eats orders. Third and final, the customer support outside of order delivery support (support services while in a delivery or process of) is HORRIBLE. I have tried for weeks to get a hold of driver support and to get the driver preferences on my phone app BUT I CANT REACH ANYONE AT ANY TIME OF DAY! Makes me wanna quit this app and stick with my DoorDash deliveries instead! COME ON UBER EATS AND GIVE THE APP AN OVERHAUL AND REVAMP AND MAKE IT FLAWLESS ALREADY!",3,False,drivinlikekrazy,Hmmmmmm???????????
2019-09-30 06:34:53,"{'id': 10993563, 'body': ""Hi, the feedback from our consumers is vitally important to us, and we always want their expectations to be met. Let us know more about it by dropping the details at https://help.uber.com/eaters and we'll connect."", 'modified': '2019-10-01T08:51:54Z'}","App frequently crashes or is down, have tried to order a handful of times over the past couple months with only one success. Lots of bugs with scheduling times other than ASAP as well. Function could be much improved by improving the pickup option. The option for pickup exists but since the app design is centered around delivering to your door it's really difficult to use in this way. Say you wanted to get food on your way in to work. The option exists to schedule a pickup, however it's all location based. So if you wanted to explore what options are available on your way to work there isn't a great way of doing that, you just have to start with your address, or your work address and random addresses in the middle and Google the options that appear based off that to determine if they're actually on your way or not. Time and labor intensive. What I picture for the future of this app is an interactive map that shows participating restaurants. Then you could visualize which are along your route and explore their menus. If this were incorporated it would open up huge new possibilities for use, acting as a sort of broker between food and consumer instead of merely a delivery service as it stands now. I would use the proposed app much more than the delivery service as it stands now.",2,False,Ghvne,Has potential but needs a lot of work
2018-07-13 00:11:17,"{'id': 4290642, 'body': ""Hey there! We want to take a closer look into this for you. Please send a quick note to https://help.uber.com/eaters and we'll take it up from there."", 'modified': '2018-07-18T11:44:33Z'}","UPDATE: Since UberEats refused to remedy this situation, I contacted my bank and they reversed the charge. Now, one month later, UberEats is holding my account and payment information hostage and refusing to delete my account. They are trying to re-charge me for the order and will not delete my account until the “outstanding balance” is paid. What a nightmare.

I used UberEats for the first time last night and will never use it again. I ordered some food from a pizza joint 7 minutes away from my house at 8:30pm (after dinner rush). And deposit the estimate being 40min, it took more than 1h10m to get here. The food did not get picked up from the restaurant until 15min after the restaurant’s posted closing time. It took the driver more than 20 minutes to get here from a restaurant 7 minutes away. Upon arrival, sauce was spilled everywhere within the bags and everything was COLD. Not lukewarm, cold. We just moved and don’t have appliances yet, which is why we ordered food in the first place. We had no way of reheating the cold food; though not UberEats fault but we shouldn’t have to re-cook the food we ordered. I used the “get help” button from the order page and was emailed back today. The customer service rep apologized but said there was nothing they could do about it. Don’t waste your time or money with this app like I did please. Try Postmates or Grubhub if they’re available in your area.",1,False,MorgannJay1017,Terrible Customer Service
2022-12-20 11:46:45,,"My large taco order to help a friend who was running low on food at his party was never delivered. I tipped up front to boost the odds my order arrives quickly and safely. Then, all of a sudden, the app alerts me that the food was delivered. Uhhh, no. I’m pacing the front yard in the sub-freezing weather to ensure a quick handoff. Not a car in sight. Using the app’s map,  I saw the driver, Ryan, about 2 blocks away. I frantically tried to call him via the app but after multiple attempts was never able to get thru. As soon as I heard ringing, the call would be disconnected. Over and over again, that was my experience. Then the order in the app converted to delivered and that’s that. I kept trying to call and searched for helpful menu options, which were limited, until I suppose even Uber fatigued and suddenly presented me with a refund option that wasn’t there before.   I requested a refund but only the food cost was refunded. The driver happily cruised away with a tip, and presumably 24 tacos. 

Needless to say, the party guests were shocked at how easy it was to be scammed by an Uber Eats driver with no repercussions. I’m done with Uber Eats until I hear they have scamming under control.

Frankly, even refunding the tip isn’t enough. The stress and hassle and embarrassment of chasing down the driver via the app only tor walk back inside empty handed isn’t worth it.",1,False,BigTangle,Scammer drivers one click away
2022-05-08 18:37:49,,"I have never written a poor review but this is mind blowing. I woke up on Mother’s Day and decided to treat myself to a drink from Starbucks, (contactless delivery). My driver went to the location and bailed on the order. The Starbucks employee said that this driver does this often if the order isn’t ready the second he walks in the door. It then got reissued to someone a town away off the highway that was part of a double order. The drink at this point was melting. I went to cancel the order and was charged money even though it was going to arrive in a reasonable time. The service representative said that’s my fault as it would arrive in their new window of time. A frozen drink mind you, 40 minutes after it was ordered. My husband went and got the drink, and Starbucks gave us the other one for free that I was still charged for. Said this happens all the time with this driver and that Uber Eats should probably address it. It’s sad that Starbucks had to make this right instead of the company that the order went through. I used this service countless times when I was at work. Never again.",5,False,Noeysox,We pay for your drivers issues.
2020-12-26 19:27:48,,"I recently made an order with Uber eats and when I went to track it there was no map- but it did say “restaurant is preparing your meal” so after about 45 minutes it said your order was being picked up but didn’t say by who still no map showing where the driver is or who is Picking it up,  it’s kind of scary ordering from Uber now- Now on the other hand I don’t think it’s Ubers fault when a restaurant get your order wrong or missing some items-but I do appreciate the way they do handle it and refund your money -restaurants that continuously missing items or getting an order wrong Uber shouldn’t do business with them anymore ,if it’s been happening a lot like with me with Burger King 3-5 times they got the order wrong I didn’t add things- well Uber took care of it and I appreciate that. But on a more serious note I would like to see the MAP on Uber eats again unless something happened where it needs an update but I certainly would like to know who is picking it up and when they will be arriving then I could be downstairs waiting for them like I’ve been doing and all my other orders. Please fix the map!",5,False,SHARKY: > },No map!
2021-09-02 15:00:02,,"I really loved them and Postmates.. but they screwed up twice in a row. Then when I finally think we had it settled and got a refund for something not my fault.. I go to order and my methods of payment are not going through. (SMH) It was good for awhile and I was loyal but I think I’m done now. Just used Seamless, thanks a lot Uber,pfft. I seriously just spent so much time trying to use their 15 off 25 just to be rejected for absolutely no reason.. Update, still using them, glutton? Idk haha.. it’s a love/hate type thing. I get my food fast and hot and unopened, they accept my payments BUT they always and I mean always charge my card minus the tip and I get a message saying “insufficient funds,please pay 4 or whatever the balance is”that they aren’t charging from my card. It makes no sense to me at all.. I have sufficient funds or I wouldn’t be ordering. So WHY aren’t you or postmates taking the entire bill from my card??? I’d like this explained to me and stop saying insufficient when it’s your business not charging my bill the first time!! Ugh! I mean, could at least explain why this is how you do things each time. No sense at all. Otherwise things have been fine.",4,False,Tuffypaws20,Missing last review and just blah!
2018-06-04 23:00:27,,"Like the regular Uber car service, your experience with Uber eats will mostly vary with the quality of the driver you get. Some drivers work to make sure that your order is correct, while others bring whatever the restaurant has for them. 

The only significant problem that I’ve had with the service is the app. It doesn’t allow for customizing all orders in the way that some of the restaurants online ordering allows and that you can do in the restaurant. For instance, Hooters’ online ordering allows for wings that are half and half, meaning half the order has one sauce and half another sauce. This isn’t explicitly possible with the Uber eats app. You might be able to get this by adding special instructions, but that’s iffy. 

I like the fact that I can see where my driver is so that I can meet them out front so that the dogs don’t go crazy when the doorbell rings. I also like that I can rate the driver and tip them through the app AFTER sitting down with my order. They’re getting some pay, but I don’t tip if they bring the wrong order, and don’t feel pressured to tip until I know it was correct since I don’t have to tip right away to do it at all.",5,False,Gufibutt,"Good app, Great Service"
2020-08-28 03:01:11,,"So to start, there is no way whatsoever to contact customer support, on the sight or the app, so when our order was just completely screwed up several times and ending up being cancelled by the restaurant without even letting us know, we had to wrestle our way through phone calls to even get our food. When we finally got our food, at least an hour and twenty minutes past when we were supposed to get our food, because we had to go and pick up the food ourselves, some of the food items were just cold they only recooked the sandwich. The reason they canceled our Oder was because supposedly we were just right outside of there delivery zone, even though we had a full order of three sandwiches delivered just fine yesterday. The most frustrating part was the fact that we spoke to the manager at Panera bread, they would not do anything for a refund and were saying “that’s how the food is” and not helping us whatsoever for getting any sort of refund. On top of that we ordered a side of fruit cups because there site said they were available and by the time we went to pick up our food because they would not deliver it to us, they ran out of the fruit cups which we paid $4.20 for both of the fruit cups, so we had to substitute for two bags of chips with no refund for the fruit cups. I’m just baffled by the horrible customer service this company seems to offer any more.",1,False,surreal~steele,Bad service
2023-06-25 01:07:10,,"I have been ordering from Uber Eats for years but recently I am dissatisfied with my services from them. I ordered food about a month ago and received my order only to find that I had several missing items. I went on the app and asked for a refund on these missing items and received a “need to review” response. No big deal until they only want to refund a few dollars on $20 something items that are missing. So in the mean time, while I go back and forth with them over wanting a full refund for the said missing items, I still need the food that is missing. So I reorder my missing items on Uber Eats, repay all the fees and tip again (no need to punish the next driver, it’s not their fault) and got my food! Til this day, over one month later, I have had four responses saying a supervisor will contact me and I haven’t heard from anyone. The message is now in archive in my app and I find it very sad that my issue couldn’t be handled more appropriately or quickly. So yet again stupidly, I took a chance on Ubereats today. Yes, that’s correct, several missing items again. I just requested for a refund and it is now pending for review and I don’t feel like I will get my items refunded due to my last order and interaction through the help option on the app. :( You got me twice Uber Eats. There will not be no third time.",1,False,CiciR5,Will not refund missing items
2023-04-11 03:49:02,,They did not want to issue me a refund after they delivered my food to the wrong state the app didn’t even give me the option to put in my address it just went straight from picking my food to automatically charging my card. I tried to cancel the order right after and it didn’t allow me so I called customer service and they said the driver can deliver the order (that was already delivered) to me (which was a 5hr + drive) I said no I am a truck driver I have no time to wait and I doubt the driver will drive 5+ hours for a delivery. The guy then told me then there’s no solution because they will not be refunding me. I asked to speak to a supervisor (he said the supervisor will tell me the same thing) and after placing me on hold he came back and said there is 1 supervisor and he’s in a meeting so he can’t speak to me. If you’re interested in being an Uber driver just know you will get maybe one delivery in the whole day go to DoorDash because you get nonstop deliveries and they have great customer service unlike this trash company. (I am deleting this app and the uber driver one because I did work with them for years before I found the better company) I’ve had so many problems with them in the past I’ve only been using DoorDash. Just wanted to give them one opportunity and this is how it goes. Disgusting service.,1,False,CrisE1234567,Wish I could give them 0 stars
2020-10-04 22:47:57,,Too frustrated! I’ve had missing items in the past but always let it go. Times are hard and I’m not trying to put anyone out of a job or business. I did have one driver go back and get my missing items once but then gave him extra cash so I still paid. But today just reached the tipping point! I was missing 3 items to totaling almost $15. I told the driver and he kept saying NO! I called dairy queen right in front of him and they verified it as soon as they handed in one bag he drove off not waiting for the second bag. I tried to communicate with him to go back because I was caring for my three small grandchildren and could not go pick it up myself. It turned out he spoke no English at all! The Uber app needs to make clear how we can communicate with our drivers and connect drivers to their language of origin and also to make it clear when there is drivers that do not communicate in your first language. And then the Uber app gives no way to get any immediate help or response! I sent an email will see how many days it takes for someone to get back to me and in the meantime this driver goes about his day probably messing up more peoples orders.,5,False,infinityplus2,No more!!!
2022-03-27 10:08:34,,"Ordered two burgers, fries, and two shakes from 5 Guys. We used the $35 first-time user coupon in the app. We only got the shakes. The delivery driver said he had confirmed with the staff that that was the whole order before leaving the restaurant. You mean he can’t see the order in the app to make sure it’s correct??! 

—————————————————————————He said to contact Uber eats customer service but there’s no way to talk to someone. Sure we got a credit through the automated system, but only for what we spent, not for the $35 bonus. So we lost out on the intro bonus, and there’s no way to talk to anyone to get that back. And we never did get our food. When we called the restaurant, they said to “re-order through the app”. I don’t know why they couldn’t just correct the first order and send us the food. But it was too late to re-order. According to the app the store was closed, even though it wasn’t. So we are out the bonus, and we don’t have any food, and we can’t talk to anyone at Uber. I deleted the app. We’re done. ————————————————————————- TL;DR: -There’s no way for the delivery driver to confirm your order was filled correctly when (s)he picks up your order at the restaurant———————- -There’s no way to contact a human being at Uber eats. You have to deal with an automated system that may or may not resolve your needs.",1,False,LiveJazzLives,Customer No-Service / Lots of Failure Points in the System
2021-04-26 15:29:28,,My wife and I put in an order at 3pm-ish on a Friday for a delivery scheduled at 5:30-6pm. When 6pm rolled around the estimated arrival changed to 6:15pm then 6:30pm then 6:55pm. I searched in the app and online but I couldn’t find a number for support (and it even said in the app to contact them if your delivery was running long but no number or contact method was mentioned in the app help). I then called the restaurant directly and they said they never received our order. I then went to the app to cancel the order and get a refund but there was no way to do that in the app (even though the help page said there was). I finally found the support chat buried in the cancel help page. The agent didn’t seem too concerned about our issue. They said it was a system issue and cancelled my order but didn’t compensate us for the trouble or anything. My wife and I then tried to order from another restaurant but our order keep getting cancelled since there were no drivers nearby to take the order. We finally ended up ordering from the first restaurant we tried ordering from and I called to confirm they got the order this time and they did. We were supposed to have our delivery at 5:30-6pm now we have to wait until 8:30pm. We’re currently eating pretzels to tide us over but this has definitely interrupted our evening plans. I’ll stick with door dash.,1,False,Winmacro,Wasn’t pleased
2017-11-28 19:07:21,,"I normally use DoorDash but wanted an alternative if my restaurant wasn’t available with DD. I tried UberEATS three time. I completed the profile with my address including corresponding the one the app locator gave for my home. The food went to the wrong address anyway, but the driver called to confirm. This happened a second time. By the time the driver found a my house, the food was cold. Today, the driver was Dawayne called me, stating he was at my gate but couldn’t get in. When I went out, the fence was already open for a repairman. Never showed, so I assumed he also was directed to the wrong address. He didn’t deliver and didn’t take it back to the restaurant. There’s no way to call UberEATS if there’s a problem, just a message. After 30 minutes and 5 message. The last time I resorted to profanity. Then I got a call. When I asked to speak to a supervisor, the rep told me to call an 800 number. If a busy mom and pop joint without other employees can call me, it’s unacceptable a company as large as UberEATS/Uber cannot have a supervisor call or get on the line.  Again, don’t waste your time with UberEATS. Caviar Foodjets an DoorDash are much better.",5,False,Tamwee,PLEASURE READ BEFORE DOWNLOADING!!!!! Load DoorDash instead if
2020-07-05 19:45:49,"{'id': 16474074, 'body': ""Hi, the feedback from our consumers is vitally important to us, and we always want their expectations to be met. We want to take a closer look into this for you. Send in a quick note to cn and we'll connect."", 'modified': '2020-07-08T05:21:08Z'}","Uber is great, and in this case I’m talking about the riding service, always relatively fast and good experience but..
- right now is very expensive, like a few months ago Uber was at least 10% cheaper than today, and with corona virus they have been having a lucrative season without any doubt.
- the costumer service is really bad, it impossible get in line with the Uber app costumer service to ask questions or make recommendations or report something.
- with the Uber pool suspension they are not accepting Benefits cards for transportation that many essential workers (or people with low income) could use, think of this, an essential worker that receive a low income depend of a benefit transportation card to save money, before it could use Uber pool and not being exposed to COVID, but right now it has to use public transportation and be extremely exposed to COVID-19 to be able to attend a person with fragile heath. That does not make any sense. At the same time regular Uber is extremely more expensive that it was 1 month ago. I’m not saying that they should have pool again, security first !, but I tried several times to make a recommendation of if they could  accept benefit transportation cards as payment for regular ubers but they never answer emails and they don’t have a public costumer service phone number, witch means that we riders have no voice.",2,False,coco_monki,Uber is great but..
2019-03-21 19:52:57,"{'id': 7874232, 'body': 'Hi, we want to take a closer look into this for you. Please send a quick note to https://help.uber.com/eaters so we can connect.', 'modified': '2019-03-24T11:16:33Z'}",I have been a faithful Uber customer for years. This afternoon I ordered using Uber eats and when the delivery woman got to me she did not have my order. I was sitting there sick with my door open trying to understand the delivery woman who was obviously on the phone with a friend and did not speak English. So I was so confused and trying to figure it out while she was raising her voice. I called restaurant and the Person on the phone let me know that she had come but they told her to wait for a second to pick up order but she left without it and it was waiting there at restaurant! I’m assuming he was as confused as I was trying to articulate this with This women who was not paying attention and that could not speak English at all. When I wrote into Uber eats they said the delivery driver said she tried it call me and I didn’t answer. Which was a lie and they said they could not refund. I was furious I even asked them to call restaurant because if they did they wouldn’t realize it never got picked up. I even write to Uber eats right after and ended up ordering more food after not getting the first order which they could see as well! Needless to say After being such a long time customer I will never use Uber eats again! Back to grub hub it is. So dissatisfied and truly disappointing customer service. Will also not be using Uber transportation and will be telling all my friends.,1,False,rwd82,Horrible customer service
2022-07-15 12:05:47,,"I ordered food around 12pm on a Thursday afternoon. Around 12:02pm I have canceled the order because no drivers connected and I decided to make food and save money. NOWHERE in the app did it inform me that the order was already prepared and that I would be charged for it. The next morning I wake up to an email saying I have been charged because the food was ready. Okay, that’s fine. The issue I have is that if I knew this yesterday I would have left the order open and had it delivered. I tried contacting customer service this morning and they only answered with templates responses via chat. I tried asking for more details and to speak to a representative or manager and they continued to close the chat. I opened an additional 3 chats and they immediately closed each one. I work for a service company and we would NEVER treat our customers like this. 

At this point I don’t even want a refund but I want them to fix the experience for others so people are not charged $20+ for absolutely nothing. VERY UPSET and dissatisfied with this.

This seems like a scam and I hope this doesn’t happen to anyone else.",5,False,Chrisssggaaaaaaaaaaaa823,WORST EXPERIENCE IVE EVER HAD
2024-04-12 22:41:35,,"I have recently had multiple issues with their services in which the delivery person did not actually deliver my order. This week I had the delivery person coming at my door only to knock on my door to inform me that he did not have my order because the restaurant did not give it to him as he had to pick up two orders and then he realized they only gave him one. The person told me he would cancel the order and in front of me, he reported in the app that the restaurant did not give him the order. I was charged for this order that I waited for more than an hour just to get someone to come to my door to let me know they did not have it. I have already cancelled my membership due to these recurrent issues and because it is outrageous that they refused to refund me for this order I never received when clearly it was not my fault but the delivery/restaurant, this is straight up stealing. The multiple times they did not deliver my order, I obviously reported it and now they refused to refund me because of having made multiple complaints recently. It's not my fault if you are not providing the service you are charging me for so obviously I have the right to complain and request a refund for this. I have already deleted both the Uber and Uber Eats app also as I will not keep wasting my money for a service I'm not receiving.",1,False,stefani504,Poor service
2023-12-09 01:19:54,,"Soooo. The last few months have been frustrating. Yes. I have reported it to Uber every which way I saw. Suddenly in August 2023 my route to my home when ordering food takes them to the back of the building across the street from mine as if there is a street for them to follow. It’s a building. They can’t drive through it. Some drivers are smart and following my pin or directions. Some are dumb or English is a new or 2nd language and they sit and stay behind the building. I call, I text directions. Some follow. Some have canceled. I have been late to work because of this. As it happens on Uber for rides also. Drivers have canceled rides. Drivers are trying to translate my directions. Uber Eats orders have been cold because drivers are trying to find me. Food orders have yet to be canceled. But I’m sure it’s coming like the cancelled rides bc they can’t find me. There used to be a feature to report if your ride or food route needed to be corrected five years ago. But now that feature is gone. It’s really frustrating and I’m reminded to write this review because I’m hungry.  And wanted a restaurant specifically on Uber Eats. But I’m scared my food will be delayed/canclled and I don’t feel like the anxiety of hoping they follow my directions. Please provide a GPS fix feature that’s easy to find in the main menu. Thank You.",1,False,iPhone's angry elf,Drivers Driving through Building
2023-11-09 17:49:46,,"I’ve been using Uber eats for over two years with the same address. I have never had an issue with a delivery driver dropping off my food order. I ordered the other day and the delivery driver couldn’t find my address so he called. I picked up the phone he did not speak English, so he hung up the phone. I sent a text message with detailed instructions on how to get to my apartment in my apartment complex to make it easier I went outside. I waited in front of my building for 25 minutes. I called back three times. He hung up the phone on me twice because he did not speak English and then dropped my food off somewhere I have no idea where it wasn't the address that I provided. When I contacted Uber eats about getting a refund for the food that I did not receive, and the driver that couldn’t communicate with me properly and drop my food off. They proceeded to tell me that they could not refund me because he tried to contact me after the eight minute timer started, which I proceeded to tell them that I picked up the phone. I talked to him. I called him back several times, he did not speak English. He could not communicate with me. I should not be responsible for paying for food that I did not receive at the address I have provided. They refused to so I will never use Uber Eats again. I will be using DoorDash instead.",1,False,Samb221,Made me pay for food I never received
2022-04-04 20:14:06,,"In order to get a hold of anybody through Uber you have to go through every single section in the help area to finally hope to catch a break in order to get help. So I found a phone number to call and it was based out of the Philippines and the girl said I had to take up my order with Venmo. No I did not order from Venmo I ordered from Uber and you guys deducted money from Venmo that I have proof of which I showed the customer service rep. I have a notification on my Uber account that says I need to pay them for the order that they already took out of my account, so the app has a glitch. Next I sent an email to their customer service because the girl based out of the Philippines was zero help to me she just kept telling me to call Venmo. So when I finally emailed they continued to tell me that I still had to pay the $13 even though I just proved that on the one order I made on the one day for the same amount was already taken out by their company. Absolutely ridiculous. And now nobody is giving me any help I am literally livid and I will be sure to let everybody know about this experience.",5,False,ggmmll112233,Absolute trash.
2021-07-16 19:12:21,,Love all the options I can choose from and not have to leave my house because I don’t drive wonderful idea to have this app over the world need more ideas to choose from for breakfast would be nice the cost could go down as well for what you all have great idea to choose from wish and hopefully can get more restaurants involved tho 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤️👍👍 all so would like more drivers at all hours of the day/ night I get a quite a few times having to wait for a driver so annoying to have to cancel my order when that happens or get cold food yuck  super annoying and getting ok’d may not do this if it keeps up but over all it’s great idea  that you travel all over but need more options for food and longer hours  available for us who work at 7pm but don’t get home tell about 5 am need more drivers for them yikes of the day /nights witch don’t happen often just frustrating when Oder is done but waiting for a driver 😡😡😡😡 but need more restaurants added would be nice for sure tired of eating same food all the time would like to try something new  and longer hours for us night workers,5,False,punkrock country,Good idea
2021-12-28 07:14:52,,"9 out of 10 orders have something wrong with them whether its forgetting the sauce or an item completely. It was annoying but since Uber would reimburse me for the missing items I would still use the app but since they stopped doing that and are basically robbing me I've decided to delete the app. I would rather starve than pay money for food I'm not even getting. On top of that sometimes the drivers will not deliver my food at all and the best they can offer me is a refund when all I wanted was some food to eat. It's happened numerous times when I've waited hours for food because they're slow just for them to deliver it to the wrong place. I've also had many encounters with drivers that can't speak English which wouldn't matter at all if the Uber navigation system was accurate but since it's not I have to give driving directions and it's hard to do when it's not one of the two languages I can communicate in. And since Postmates has been acquired by Uber it is now ruined as well so I will be trying my luck with DoorDash. Also a suggestion for the developers of this app you should allow for the user to adjust which route the driver takes in some way because many people live in gated communities where the ""faster"" route isn't accessible to drivers so they end up going to an entrance they can't even use.",1,False,Purplepunkprincess,Terrible app
